"","entidad","hogid","iid","year","n002","n009","enroll_child","contba","pobreden","villid","panel","r042","r044a","r044b","r045","yycali","mpcalif","mppob","sex","lang","ageHH","sexHH","edu","eduHH","schyear","m1","m2","age","paths","attrit","D","pov_HH","D_HH","uniqhh","D_assign","maxcut","z","E"
"475",12,236590,2365904,1999,16,"","si","basal","pobre",12028054,1,"si",1,"secundaria",7,617,4.16,1,"Male","Indigenous",37,1,600,0,"6th primary","matched (3)","matched (3)",16,"1 1 1",0,1,1,1,1,1,751,-134,1
"476",12,170453,1704534,1999,15,"","si","basal","pobre",12028059,1,"si",4,"primaria",7,676.67,4.75,1,"Female","Non Indigenous",41,1,500,200,"5th primary","matched (3)","matched (3)",15,"1 1 1",0,1,1,1,1,1,751,-74.33,1
"482",12,620040,6200403,1999,14,"","si","basal","pobre",12004018,1,"si",5,"primaria",7,680,3.98,1,"Male","Indigenous",26,1,500,0,"5th primary","matched (3)","matched (3)",14,"1 1 1",0,1,1,1,1,1,751,-71,1
"483",12,497942,49794210,1999,14,"","0","basal","pobre",12002014,1,"si",6,"primaria",6,737.22,3.76,1,"Female","Non Indigenous",53,1,500,100,"5th primary","matched (3)","matched (3)",14,"1 1 1",0,1,1,1,0,1,751,-13.78,1
"492",12,238242,2382424,1999,18,"","0","basal","pobre",12028086,1,"",NA,"",NA,714,3.34,1,"Female","Non Indigenous",59,1,600,0,"6th primary","matched (3)","matched (3)",18,"1 1 1",0,1,1,1,1,1,751,-37,1
"495",12,524677,5246774,1999,16,"","si","basal","pobre",12041032,1,"si",6,"primaria",6,518,4.86,1,"Male","Indigenous",85,1,500,300,"5th primary","matched (3)","matched (3)",15,"1 1 1",0,1,1,1,1,1,751,-233,1
"498",12,530405,5304054,1999,16,"","0","basal","pobre",12028032,1,"si",6,"primaria",6,768,3.37,1,"Male","Indigenous",38,1,500,0,"5th primary","matched (3)","matched (3)",17,"1 1 1",0,1,0,0,1,1,751,17,0
"503",12,333910,3339109,1999,16,"","si","basal","no pobre",12004018,1,"si",3,"secundaria",6,884.75,0.5,0,"Male","Indigenous",50,1,800,600,"2nd Secondary","matched (3)","matched (3)",16,"1 1 1",0,1,0,0,1,1,751,133.75,0
"508",12,524703,5247035,1999,13,"","si","basal","pobre",12041032,1,"si",5,"primaria",6,588,3.39,1,"Male","Indigenous",43,1,500,1200,"5th primary","matched (3)","matched (3)",12,"1 1 1",0,1,1,0,0,1,751,-163,1
"510",12,396014,3960144,1999,17,"","0","basal","pobre",12002033,1,"si",1,"secundaria",6,665,3.08,1,"Female","Non Indigenous",38,1,600,300,"6th primary","matched (3)","matched (3)",18,"1 1 1",0,1,1,1,1,1,751,-86,1
"514",12,561831,5618313,1999,18,"","0","basal","no pobre",12045004,1,"",NA,"",NA,768,2.09,1,"Female","Non Indigenous",47,1,800,600,"2nd Secondary","matched (3)","matched (3)",18,"1 1 1",0,1,0,0,0,1,751,17,0
"516",12,396014,3960143,1999,18,"","0","basal","pobre",12002033,1,"",NA,"",NA,665,3.08,1,"Male","Non Indigenous",38,1,600,300,"6th primary","matched (3)","matched (3)",18,"1 1 1",0,1,1,1,0,1,751,-86,1
"518",12,236701,2367014,1999,14,"","0","basal","pobre",12028054,1,"si",5,"primaria",6,592,3.59,1,"Female","Non Indigenous",38,1,500,200,"5th primary","matched (3)","matched (3)",14,"1 1 1",0,1,1,1,1,1,751,-159,1
"520",12,431237,4312375,1999,14,"","si","basal","pobre",12004018,1,"si",5,"primaria",6,714.67,3.71,1,"Female","Indigenous",39,1,700,0,"1st Secondary","matched (3)","matched (3)",15,"1 1 1",0,1,1,1,1,1,751,-36.33,1
"524",12,493191,4931914,1999,14,"","0","basal","pobre",12042003,1,"si",1,"secundaria",6,742.33,3.99,1,"Male","Non Indigenous",34,1,600,100,"6th primary","matched (3)","matched (3)",14,"1 1 1",0,1,1,1,1,1,751,-8.66999999999996,1
"525",12,236640,2366404,1999,16,"","0","basal","pobre",12028054,1,"si",6,"primaria",7,730.33,3.72,1,"Male","Non Indigenous",42,1,600,0,"6th primary","matched (3)","matched (3)",15,"1 1 1",0,1,1,1,1,1,751,-20.67,1
"530",12,333930,3339303,1999,15,"","0","basal","no pobre",12004018,1,"9",NA,"",NA,797.5,1.28,1,"Female","Indigenous",52,1,500,300,"5th primary","matched (3)","matched (3)",14,"1 1 1",0,1,0,0,1,1,751,46.5,0
"539",12,436050,4360504,1999,16,"","0","basal","pobre",12010024,1,"si",2,"secundaria",6,695,3.44,1,"Male","Non Indigenous",50,1,700,200,"1st Secondary","matched (3)","matched (3)",16,"1 1 1",0,1,1,1,1,1,751,-56,1
"544",12,436016,4360164,1999,12,"","si","basal","pobre",12010024,1,"si",6,"primaria",6,659,4.08,1,"Female","Non Indigenous",62,1,500,0,"5th primary","matched (3)","matched (3)",13,"1 1 1",0,1,1,1,1,1,751,-92,1
"547",12,233093,2330933,1999,15,"","si","basal","no pobre",12033002,1,"si",2,"secundaria",6,807,1.15,1,"Female","Non Indigenous",49,1,600,0,"6th primary","matched (3)","matched (3)",14,"1 1 1",0,1,0,0,1,1,751,56,0
"551",12,431149,4311497,1999,18,"","0","basal","pobre",12004018,1,"",NA,"",NA,772.75,4.09,1,"Male","Indigenous",52,1,700,0,"1st Secondary","matched (3)","matched (3)",18,"1 1 1",0,1,0,0,1,1,751,21.75,0
"552",12,333120,3331202,1999,13,"","si","basal","pobre",12004018,1,"si",5,"primaria",6,741.5,4.08,1,"Female","Indigenous",32,0,500,400,"5th primary","matched (3)","matched (3)",13,"1 1 1",0,1,1,1,1,1,751,-9.5,1
"557",12,524651,5246513,1999,15,"","si","basal","pobre",12041032,1,"si",1,"secundaria",6,742,3.41,1,"Female","Indigenous",67,1,600,0,"6th primary","matched (3)","matched (3)",16,"1 1 1",0,1,1,1,1,1,751,-9,1
"562",12,333110,3331108,1999,13,"","si","basal","pobre",12004018,1,"si",3,"primaria",9,709,5.05,1,"Female","Indigenous",51,1,500,0,"5th primary","matched (3)","matched (3)",13,"1 1 1",0,1,1,1,0,1,751,-42,1
"563",12,238340,2383404,1999,16,"","0","basal","pobre",12028086,1,"si",6,"primaria",6,681,2.96,1,"Male","Non Indigenous",48,1,600,300,"6th primary","matched (3)","matched (3)",16,"1 1 1",0,1,1,1,0,1,751,-70,1
"564",12,497942,4979428,1999,17,"","0","basal","pobre",12002014,1,"",NA,"",NA,737.22,3.76,1,"Male","Non Indigenous",53,1,600,100,"6th primary","matched (3)","matched (3)",18,"1 1 1",0,1,1,1,1,1,751,-13.78,1
"565",12,170431,1704314,1999,15,"","si","basal","pobre",12028059,1,"si",1,"secundaria",6,670,3.8,1,"Male","Non Indigenous",34,1,600,100,"6th primary","matched (3)","matched (3)",15,"1 1 1",0,1,1,1,1,1,751,-81,1
"570",12,236612,2366124,1999,18,"","0","basal","pobre",12028054,1,"",NA,"",NA,742.8,2.35,1,"Female","Non Indigenous",43,1,600,300,"6th primary","matched (3)","matched (3)",18,"1 1 1",0,1,1,1,1,1,751,-8.20000000000005,1
"571",12,433998,4339986,1999,15,"","0","basal","pobre",12004018,1,"si",6,"primaria",7,741.03,3.5,1,"Male","Indigenous",56,1,600,0,"6th primary","matched (3)","matched (3)",15,"1 1 1",0,1,1,1,1,1,751,-9.97000000000003,1
"573",12,619494,6194944,1999,16,"","si","basal","pobre",12010021,1,"si",2,"secundaria",6,536,4.9,1,"Female","Indigenous",34,1,500,0,"5th primary","matched (3)","matched (3)",16,"1 1 1",0,1,1,0,1,1,751,-215,1
"577",12,236750,2367504,1999,17,"","0","basal","pobre",12028054,1,"",NA,"",NA,663.5,4.35,1,"Female","Non Indigenous",37,1,600,0,"6th primary","matched (3)","matched (3)",18,"1 1 1",0,1,1,1,1,1,751,-87.5,1
"580",12,497894,4978943,1999,14,"","si","basal","pobre",12002014,1,"si",4,"primaria",6,682.75,4.96,1,"Male","Non Indigenous",33,1,500,100,"5th primary","matched (3)","matched (3)",15,"1 1 1",0,1,1,0,1,1,751,-68.25,1
"582",12,170452,1704523,1999,16,"","si","basal","pobre",12028059,1,"si",5,"primaria",6,700.04,3.53,1,"Male","Non Indigenous",38,1,500,200,"5th primary","matched (3)","matched (3)",16,"1 1 1",0,1,1,1,0,1,751,-50.96,1
"584",12,561961,5619614,1999,17,"","0","basal","pobre",12024023,1,"si",6,"primaria",7,682,4.29,1,"Male","Non Indigenous",36,1,600,600,"6th primary","matched (3)","matched (3)",17,"1 1 1",0,1,1,1,1,1,751,-69,1
"585",12,170455,1704553,1999,16,"","si","basal","pobre",12028059,1,"si",1,"secundaria",6,684.33,4.06,1,"Male","Non Indigenous",49,1,600,200,"6th primary","matched (3)","matched (3)",17,"1 1 1",0,1,1,1,1,1,751,-66.67,1
"590",12,620960,6209604,1999,16,"","0","basal","pobre",12004018,1,"no",NA,"",NA,682,4.23,1,"Male","Indigenous",41,1,700,0,"1st Secondary","matched (3)","matched (3)",17,"1 1 1",0,1,1,1,1,1,751,-69,1
"591",12,541350,5413504,1999,18,"","si","basal","pobre",12010043,1,"",NA,"",NA,626.67,3.04,1,"Male","Non Indigenous",60,1,800,200,"2nd Secondary","matched (3)","matched (3)",18,"1 1 1",0,1,1,1,1,1,751,-124.33,1
"595",12,497928,4979285,1999,21,"","","basal","pobre",12002014,1,"",NA,"",NA,686,3.65,1,"Male","Non Indigenous",60,1,600,0,"6th primary","matched (3)","matched (3)",18,"1 1 1",0,1,1,1,0,1,751,-65,1
"601",12,236605,2366053,1999,16,"","0","basal","pobre",12028054,1,"si",6,"primaria",6,685.5,3.87,1,"Male","Non Indigenous",NA,1,600,0,"6th primary","matched (3)","matched (3)",16,"1 1 1",0,1,1,1,1,1,751,-65.5,1
"607",12,561171,5611713,1999,14,"","si","basal","no pobre",12045004,1,"si",6,"primaria",6,780,1.69,1,"Male","Non Indigenous",35,1,500,600,"5th primary","matched (3)","matched (3)",14,"1 1 1",0,1,0,0,1,1,751,29,0
"608",12,530375,5303755,1999,15,"","0","basal","pobre",12028032,1,"si",1,"secundaria",6,719,3.64,1,"Male","Indigenous",34,1,500,0,"5th primary","matched (3)","matched (3)",14,"1 1 1",0,1,1,1,0,1,751,-32,1
"614",12,235919,2359195,1999,15,"","0","basal","pobre",12028054,1,"si",1,"secundaria",6,623,4.13,1,"Female","Non Indigenous",55,1,600,200,"6th primary","matched (3)","matched (3)",15,"1 1 1",0,1,1,1,1,1,751,-128,1
"615",12,520759,5207596,1999,13,"","si","basal","no pobre",12045016,1,"si",6,"primaria",6,770.33,4.03,1,"Male","Non Indigenous",62,1,500,0,"5th primary","matched (3)","matched (3)",13,"1 1 1",0,1,0,0,1,1,751,19.33,0
"619",12,235943,2359435,1999,15,"","0","basal","pobre",12028054,1,"si",2,"secundaria",6,688,3.86,1,"Female","Non Indigenous",52,1,500,0,"5th primary","matched (3)","matched (3)",14,"1 1 1",0,1,1,1,1,1,751,-63,1
"622",12,516144,5161443,1999,15,"","0","basal","pobre",12010026,1,"si",2,"secundaria",6,665,5.69,1,"Male","Non Indigenous",34,1,700,200,"1st Secondary","matched (3)","matched (3)",15,"1 1 1",0,1,1,1,1,1,751,-86,1
"624",12,530428,5304284,1999,16,"","0","basal","pobre",12028032,1,"si",3,"secundaria",6,622.75,4.9,1,"Female","Indigenous",38,1,500,0,"5th primary","matched (3)","matched (3)",16,"1 1 1",0,1,1,1,0,1,751,-128.25,1
"627",12,520856,5208565,1999,16,"","0","basal","pobre",12045016,1,"si",6,"primaria",7,668.5,4.87,1,"Male","Non Indigenous",47,1,600,300,"6th primary","matched (3)","matched (3)",16,"1 1 1",0,1,1,1,0,1,751,-82.5,1
"635",12,527630,5276303,1999,16,"","si","basal","pobre",12041030,1,"si",1,"secundaria",6,439,4.86,1,"Male","Indigenous",33,1,700,600,"1st Secondary","matched (3)","matched (3)",16,"1 1 1",0,1,1,1,1,1,751,-312,1
"637",12,238338,2383385,1999,14,"","si","basal","pobre",12028086,1,"",NA,"",NA,684.4,4.19,1,"Female","Non Indigenous",40,1,600,300,"6th primary","matched (3)","matched (3)",14,"1 1 1",0,1,1,1,0,1,751,-66.6,1
"638",12,235943,2359434,1999,20,"","","basal","pobre",12028054,1,"",NA,"",NA,688,3.86,1,"Female","Non Indigenous",52,1,600,0,"6th primary","matched (3)","matched (3)",18,"1 1 1",0,1,1,1,0,1,751,-63,1
"639",12,530376,5303763,1999,19,"","","basal","pobre",12028032,1,"",NA,"",NA,648.5,4.45,1,"Male","Indigenous",40,1,600,0,"6th primary","matched (3)","matched (3)",16,"1 1 1",0,1,1,1,1,1,751,-102.5,1
"640",12,233066,2330666,1999,15,"","si","basal","pobre",12033002,1,"si",2,"secundaria",7,714.5,1.56,1,"Female","Non Indigenous",39,1,600,300,"6th primary","matched (3)","matched (3)",15,"1 1 1",0,1,1,1,0,1,751,-36.5,1
"642",12,333660,3336603,1999,16,"","si","basal","no pobre",12004018,1,"si",3,"secundaria",6,863.5,2.84,1,"Female","Indigenous",41,1,800,600,"2nd Secondary","matched (3)","matched (3)",16,"1 1 1",0,1,0,0,0,1,751,112.5,0
"643",12,620050,6200504,1999,16,"","si","basal","pobre",12004018,1,"si",1,"primaria",7,753,2.43,1,"Male","Indigenous",41,1,600,0,"6th primary","matched (3)","matched (3)",15,"1 1 1",0,1,0,0,1,1,751,2,0
"649",12,520796,5207963,1999,15,"","0","basal","pobre",12045016,1,"si",1,"secundaria",6,510,4.57,1,"Female","Non Indigenous",42,1,600,600,"6th primary","matched (3)","matched (3)",15,"1 1 1",0,1,1,1,1,1,751,-241,1
"650",12,436055,4360553,1999,14,"","0","basal","pobre",12010024,1,"si",6,"primaria",7,684.5,4.26,1,"Female","Non Indigenous",38,1,600,200,"6th primary","matched (3)","matched (3)",15,"1 1 1",0,1,1,1,1,1,751,-66.5,1
"651",12,170485,1704855,1999,19,"","","basal","pobre",12028059,1,"",NA,"",NA,749,3.03,1,"Male","Non Indigenous",58,1,800,0,"2nd Secondary","matched (3)","matched (3)",18,"1 1 1",0,1,1,1,1,1,751,-2,1
"652",12,520802,5208024,1999,16,"","si","basal","pobre",12045016,1,"si",2,"secundaria",6,683.33,4.5,1,"Male","Non Indigenous",40,1,600,300,"6th primary","matched (3)","matched (3)",16,"1 1 1",0,1,1,1,1,1,751,-67.67,1
"653",12,236634,2366345,1999,17,"","0","basal","pobre",12028054,1,"9",NA,"",NA,623,3.37,1,"Female","Indigenous",50,1,600,0,"6th primary","matched (3)","matched (3)",17,"1 1 1",0,1,1,1,0,1,751,-128,1
"655",12,233063,2330633,1999,13,"","si","basal","pobre",12033002,1,"si",6,"primaria",6,623,4.26,1,"Female","Non Indigenous",40,1,500,600,"5th primary","matched (3)","matched (3)",13,"1 1 1",0,1,1,1,1,1,751,-128,1
"656",12,170485,1704856,1999,16,"","0","basal","pobre",12028059,1,"si",2,"primaria",7,749,3.03,1,"Male","Non Indigenous",58,1,800,0,"2nd Secondary","matched (3)","matched (3)",16,"1 1 1",0,1,1,1,0,1,751,-2,1
"658",12,497909,4979095,1999,18,"","0","basal","pobre",12002014,1,"",NA,"",NA,700.71,3.77,1,"Male","Non Indigenous",57,1,500,0,"5th primary","matched (3)","matched (3)",18,"1 1 1",0,1,1,1,1,1,751,-50.29,1
"668",12,238297,2382973,1999,17,"","0","basal","pobre",12028086,1,"",NA,"",NA,706,2.98,1,"Male","Non Indigenous",34,1,600,300,"6th primary","using only (2)","matched (3)",17,"1 . 1",1,1,1,NA,1,1,751,-45,1
"669",12,333240,3332407,1999,13,"","si","basal","pobre",12004018,1,"si",6,"primaria",6,609,4.4,1,"Female","Indigenous",42,1,500,0,"5th primary","matched (3)","matched (3)",15,"1 1 1",0,1,1,1,1,1,751,-142,1
"670",12,233114,2331143,1999,15,"","0","basal","pobre",12033002,1,"si",2,"secundaria",6,700,3.28,1,"Female","Non Indigenous",34,1,700,300,"1st Secondary","matched (3)","matched (3)",15,"1 1 1",0,1,1,1,0,1,751,-51,1
"677",12,170473,1704734,1999,16,"","si","basal","pobre",12028059,1,"si",6,"primaria",7,744.67,4.75,1,"Female","Non Indigenous",40,1,600,100,"6th primary","matched (3)","matched (3)",16,"1 1 1",0,1,1,1,1,1,751,-6.33000000000004,1
"679",12,238328,2383284,1999,16,"","0","basal","pobre",12028086,1,"no",NA,"",NA,730.47,2.38,1,"Male","Non Indigenous",56,1,500,200,"5th primary","matched (3)","matched (3)",18,"1 1 1",0,1,1,1,1,1,751,-20.53,1
"680",12,233128,2331283,1999,18,"","0","basal","pobre",12033002,1,"",NA,"",NA,691.6,3.61,1,"Female","Non Indigenous",56,1,600,0,"6th primary","matched (3)","matched (3)",17,"1 1 1",0,1,1,1,1,1,751,-59.4,1
"682",12,620460,6204603,1999,15,"","0","basal","pobre",12004018,1,"si",1,"secundaria",6,632,5.01,1,"Male","Indigenous",34,1,600,900,"6th primary","matched (3)","matched (3)",15,"1 1 1",0,1,1,1,1,1,751,-119,1
"683",12,524616,5246165,1999,13,"","si","basal","pobre",12041032,1,"si",6,"primaria",6,632,3.24,1,"Female","Indigenous",35,1,500,NA,"5th primary","matched (3)","matched (3)",17,"1 1 1",0,1,1,0,1,1,751,-119,1
"686",12,436040,4360404,1999,18,"","0","basal","pobre",12010024,1,"si",3,"secundaria",7,734.33,4.47,1,"Male","Non Indigenous",45,1,600,100,"6th primary","matched (3)","matched (3)",17,"1 1 1",0,1,1,1,1,1,751,-16.67,1
"689",12,170433,1704334,1999,15,"","0","basal","pobre",12028059,1,"si",6,"primaria",6,746.67,4.46,1,"Female","Non Indigenous",41,1,600,0,"6th primary","matched (3)","matched (3)",15,"1 1 1",0,1,1,1,1,1,751,-4.33000000000004,1
"690",12,520843,5208434,1999,16,"","0","basal","pobre",12045016,1,"si",6,"primaria",7,629,4.2,1,"Male","Non Indigenous",36,1,600,0,"6th primary","matched (3)","matched (3)",16,"1 1 1",0,1,1,1,1,1,751,-122,1
"694",12,170435,1704357,1999,15,"","si","basal","no pobre",12028059,1,"si",3,"secundaria",6,791,1.67,1,"Female","Non Indigenous",45,1,800,300,"2nd Secondary","matched (3)","matched (3)",16,"1 1 1",0,1,0,0,0,1,751,40,0
"696",12,170395,1703954,1999,17,"","si","basal","pobre",12028059,1,"si",3,"secundaria",6,667,3.2,1,"Male","Non Indigenous",38,1,800,600,"2nd Secondary","matched (3)","matched (3)",16,"1 1 1",0,1,1,1,1,1,751,-84,1
"697",12,520803,5208033,1999,14,"","si","basal","no pobre",12045016,1,"si",1,"secundaria",6,761,2.92,1,"Female","Non Indigenous",87,1,600,100,"6th primary","matched (3)","matched (3)",14,"1 1 1",0,1,0,0,1,1,751,10,0
"702",12,520868,5208685,1999,15,"","si","basal","pobre",12045016,1,"si",6,"primaria",6,601.5,5.84,1,"Female","Non Indigenous",37,1,500,300,"5th primary","matched (3)","matched (3)",15,"1 1 1",0,1,1,1,0,1,751,-149.5,1
"703",12,520861,5208613,1999,14,"","si","basal","pobre",12045016,1,"si",6,"primaria",6,604,4.49,1,"Female","Non Indigenous",31,1,600,600,"6th primary","matched (3)","matched (3)",15,"1 1 1",0,1,1,1,1,1,751,-147,1
"705",12,524718,5247184,1999,18,"","0","basal","pobre",12041032,1,"",NA,"",NA,632,4.42,1,"Female","Indigenous",34,1,700,900,"1st Secondary","matched (3)","matched (3)",18,"1 1 1",0,1,1,1,1,1,751,-119,1
"708",12,525024,5250243,1999,17,"","si","basal","pobre",12041030,1,"si",2,"secundaria",7,652.71,5.45,1,"Female","Indigenous",32,1,600,700,"6th primary","matched (3)","matched (3)",16,"1 1 1",0,1,1,1,1,1,751,-98.29,1
"709",12,524718,5247185,1999,16,"","si","basal","pobre",12041032,1,"si",3,"secundaria",6,632,4.42,1,"Female","Indigenous",34,1,500,900,"5th primary","matched (3)","matched (3)",16,"1 1 1",0,1,1,1,0,1,751,-119,1
"713",12,238336,2383363,1999,17,"","0","basal","no pobre",12028086,1,"si",6,"primaria",6,757,2.8,1,"Male","Non Indigenous",33,1,600,500,"6th primary","matched (3)","matched (3)",17,"1 1 1",0,1,0,0,1,1,751,6,0
"714",12,627258,6272584,1999,13,"","si","basal","pobre",12004018,1,"si",5,"primaria",7,585,5.14,1,"Female","Indigenous",56,1,500,400,"5th primary","matched (3)","matched (3)",13,"1 1 1",0,1,1,1,0,1,751,-166,1
"719",12,520797,5207974,1999,17,"","si","basal","pobre",12045016,1,"si",6,"primaria",6,650.5,5.23,1,"Female","Non Indigenous",46,1,600,300,"6th primary","matched (3)","matched (3)",16,"1 1 1",0,1,1,1,0,1,751,-100.5,1
"724",12,530403,5304033,1999,16,"","si","basal","pobre",12028032,1,"si",2,"secundaria",6,692,4.01,1,"Male","Indigenous",46,1,600,0,"6th primary","matched (3)","matched (3)",16,"1 1 1",0,1,1,1,1,1,751,-59,1
"727",12,493194,4931947,1999,14,"","0","basal","no pobre",12042003,1,"si",6,"primaria",6,756.33,2.54,1,"Male","Non Indigenous",43,1,600,100,"6th primary","matched (3)","matched (3)",14,"1 1 1",0,1,0,0,1,1,751,5.33000000000004,0
"728",12,235830,2358305,1999,17,"","0","basal","pobre",12028054,1,"9",NA,"",NA,749.17,3.61,1,"Female","Indigenous",36,1,600,0,"6th primary","matched (3)","matched (3)",17,"1 1 1",0,1,1,1,1,1,751,-1.83000000000004,1
"741",12,524616,5246164,1999,15,"","si","basal","pobre",12041032,1,"si",1,"secundaria",6,632,3.24,1,"Female","Indigenous",35,1,500,NA,"5th primary","matched (3)","matched (3)",17,"1 1 1",0,1,1,0,0,1,751,-119,1
"742",12,524639,5246394,1999,13,"","si","basal","pobre",12041032,1,"si",6,"primaria",6,688,5.07,1,"Female","Indigenous",41,1,600,900,"6th primary","matched (3)","matched (3)",13,"1 1 1",0,1,1,0,1,1,751,-63,1
"743",12,236659,2366594,1999,15,"","0","basal","pobre",12028054,1,"si",5,"primaria",6,623,4.02,1,"Male","Non Indigenous",39,1,600,400,"6th primary","matched (3)","matched (3)",16,"1 1 1",0,1,1,1,0,1,751,-128,1
"752",12,233128,2331285,1999,14,"","si","basal","pobre",12033002,1,"si",6,"primaria",6,691.6,3.61,1,"Female","Non Indigenous",56,1,500,0,"5th primary","matched (3)","matched (3)",13,"1 1 1",0,1,1,1,0,1,751,-59.4,1
"753",12,620150,6201505,1999,13,"","si","basal","pobre",12004018,1,"si",6,"primaria",6,657,4.13,1,"Male","Indigenous",42,1,600,0,"6th primary","matched (3)","matched (3)",14,"1 1 1",0,1,1,1,1,1,751,-94,1
"762",12,530381,5303813,1999,14,"","si","basal","pobre",12028032,1,"si",2,"secundaria",5,632,4.01,1,"Female","Indigenous",34,1,800,0,"2nd Secondary","matched (3)","matched (3)",15,"1 1 1",0,1,1,1,1,1,751,-119,1
"764",12,396021,3960214,1999,17,"","0","basal","pobre",12002033,1,"",NA,"",NA,694,4.43,1,"Male","Non Indigenous",42,1,600,200,"6th primary","matched (3)","matched (3)",17,"1 1 1",0,1,1,1,0,1,751,-57,1
"767",12,236709,2367096,1999,14,"","si","basal","pobre",12028054,1,"si",6,"primaria",6,694.33,4.24,1,"Male","Non Indigenous",42,1,600,0,"6th primary","matched (3)","matched (3)",15,"1 1 1",0,1,1,1,1,1,751,-56.67,1
"769",12,431218,4312184,1999,16,"","si","basal","pobre",12004018,1,"si",6,"primaria",6,691,3.91,1,"Male","Indigenous",42,1,500,0,"5th primary","matched (3)","matched (3)",16,"1 1 1",0,1,1,1,1,1,751,-60,1
"772",12,238263,2382636,1999,15,"","0","basal","pobre",12028086,1,"9",NA,"",NA,659.67,5.26,1,"Female","Non Indigenous",43,1,500,300,"5th primary","matched (3)","matched (3)",15,"1 1 1",0,1,1,1,1,1,751,-91.33,1
"777",12,396026,3960265,1999,16,"","0","basal","pobre",12002033,1,"si",6,"primaria",7,610.5,5.99,1,"Female","Non Indigenous",42,1,500,0,"5th primary","matched (3)","matched (3)",16,"1 1 1",0,1,1,1,1,1,751,-140.5,1
